window_id,k,year_index,year,cluster_id,cluster_size,cluster_label_provisional,cluster_stability,peak_P,relative_peak_P,peak_V,relative_peak_V,peak_H,relative_peak_H,peak_Je,relative_peak_Je,peak_Jw,relative_peak_Jw,method_role
W160,2,25,2004,1,17,k2_cluster1,not_tested_first_pass,151.0,-9.0,154.0,-6.0,164.0,4.0,153.0,-7.0,159.0,-1.0,provisional_year_type_cluster_not_physical_type
W160,2,26,2005,2,28,k2_cluster2,not_tested_first_pass,165.0,5.0,164.0,4.0,161.0,1.0,143.0,-17.0,165.0,5.0,provisional_year_type_cluster_not_physical_type
W160,2,27,2006,2,28,k2_cluster2,not_tested_first_pass,156.0,-4.0,157.0,-3.0,166.0,6.0,161.0,1.0,159.0,-1.0,provisional_year_type_cluster_not_physical_type
W160,2,28,2007,1,17,k2_cluster1,not_tested_first_pass,156.0,-4.0,164.0,4.0,164.0,4.0,155.0,-5.0,150.0,-10.0,provisional_year_type_cluster_not_physical_type
W160,2,29,2008,1,17,k2_cluster1,not_tested_first_pass,159.0,-1.0,157.0,-3.0,157.0,-3.0,147.0,-13.0,149.0,-11.0,provisional_year_type_cluster_not_physical_type
W160,2,30,2009,2,28,k2_cluster2,not_tested_first_pass,164.0,4.0,157.0,-3.0,161.0,1.0,159.0,-1.0,155.0,-5.0,provisional_year_type_cluster_not_physical_type
W160,2,31,2010,2,28,k2_cluster2,not_tested_first_pass,165.0,5.0,163.0,3.0,157.0,-3.0,155.0,-5.0,163.0,3.0,provisional_year_type_cluster_not_physical_type
W160,2,32,2011,1,17,k2_cluster1,not_tested_first_pass,158.0,-2.0,142.0,-18.0,157.0,-3.0,161.0,1.0,158.0,-2.0,provisional_year_type_cluster_not_physical_type
W160,2,33,2012,2,28,k2_cluster2,not_tested_first_pass,165.0,5.0,162.0,2.0,164.0,4.0,160.0,0.0,166.0,6.0,provisional_year_type_cluster_not_physical_type
W160,2,34,2013,2,28,k2_cluster2,not_tested_first_pass,161.0,1.0,164.0,4.0,165.0,5.0,164.0,4.0,163.0,3.0,provisional_year_type_cluster_not_physical_type
W160,2,35,2014,2,28,k2_cluster2,not_tested_first_pass,163.0,3.0,161.0,1.0,163.0,3.0,164.0,4.0,156.0,-4.0,provisional_year_type_cluster_not_physical_type
W160,2,36,2015,1,17,k2_cluster1,not_tested_first_pass,160.0,0.0,158.0,-2.0,160.0,0.0,163.0,3.0,153.0,-7.0,provisional_year_type_cluster_not_physical_type
W160,2,37,2016,1,17,k2_cluster1,not_tested_first_pass,161.0,1.0,163.0,3.0,156.0,-4.0,161.0,1.0,150.0,-10.0,provisional_year_type_cluster_not_physical_type
W160,2,38,2017,1,17,k2_cluster1,not_tested_first_pass,161.0,1.0,160.0,0.0,153.0,-7.0,154.0,-6.0,150.0,-10.0,provisional_year_type_cluster_not_physical_type
W160,2,39,2018,2,28,k2_cluster2,not_tested_first_pass,165.0,5.0,155.0,-5.0,162.0,2.0,164.0,4.0,161.0,1.0,provisional_year_type_cluster_not_physical_type
W160,2,40,2019,1,17,k2_cluster1,not_tested_first_pass,159.0,-1.0,166.0,6.0,153.0,-7.0,155.0,-5.0,159.0,-1.0,provisional_year_type_cluster_not_physical_type
W160,2,41,2020,2,28,k2_cluster2,not_tested_first_pass,164.0,4.0,159.0,-1.0,160.0,0.0,164.0,4.0,160.0,0.0,provisional_year_type_cluster_not_physical_type
W160,2,42,2021,2,28,k2_cluster2,not_tested_first_pass,157.0,-3.0,155.0,-5.0,162.0,2.0,164.0,4.0,156.0,-4.0,provisional_year_type_cluster_not_physical_type
W160,2,43,2022,1,17,k2_cluster1,not_tested_first_pass,161.0,1.0,162.0,2.0,164.0,4.0,155.0,-5.0,151.0,-9.0,provisional_year_type_cluster_not_physical_type
W160,2,44,2023,2,28,k2_cluster2,not_tested_first_pass,165.0,5.0,165.0,5.0,158.0,-2.0,150.0,-10.0,164.0,4.0,provisional_year_type_cluster_not_physical_type
W160,3,0,1979,1,11,k3_cluster1,not_tested_first_pass,167.0,7.0,159.0,-1.0,156.0,-4.0,155.0,-5.0,152.0,-8.0,provisional_year_type_cluster_not_physical_type
W160,3,1,1980,2,17,k3_cluster2,not_tested_first_pass,158.0,-2.0,158.0,-2.0,158.0,-2.0,158.0,-2.0,156.0,-4.0,provisional_year_type_cluster_not_physical_type
W160,3,2,1981,3,17,k3_cluster3,not_tested_first_pass,159.0,-1.0,160.0,0.0,157.0,-3.0,160.0,0.0,163.0,3.0,provisional_year_type_cluster_not_physical_type
W160,3,3,1982,3,17,k3_cluster3,not_tested_first_pass,164.0,4.0,157.0,-3.0,162.0,2.0,154.0,-6.0,159.0,-1.0,provisional_year_type_cluster_not_physical_type
W160,3,4,1983,1,11,k3_cluster1,not_tested_first_pass,165.0,5.0,149.0,-11.0,147.0,-13.0,160.0,0.0,155.0,-5.0,provisional_year_type_cluster_not_physical_type
W160,3,5,1984,3,17,k3_cluster3,not_tested_first_pass,157.0,-3.0,163.0,3.0,154.0,-6.0,157.0,-3.0,164.0,4.0,provisional_year_type_cluster_not_physical_type
W160,3,6,1985,1,11,k3_cluster1,not_tested_first_pass,162.0,2.0,155.0,-5.0,156.0,-4.0,163.0,3.0,157.0,-3.0,provisional_year_type_cluster_not_physical_type
W160,3,7,1986,1,11,k3_cluster1,not_tested_first_pass,160.0,0.0,164.0,4.0,154.0,-6.0,156.0,-4.0,139.0,-21.0,provisional_year_type_cluster_not_physical_type
W160,3,8,1987,1,11,k3_cluster1,not_tested_first_pass,160.0,0.0,153.0,-7.0,155.0,-5.0,162.0,2.0,162.0,2.0,provisional_year_type_cluster_not_physical_type
W160,3,9,1988,2,17,k3_cluster2,not_tested_first_pass,160.0,0.0,160.0,0.0,162.0,2.0,155.0,-5.0,160.0,0.0,provisional_year_type_cluster_not_physical_type
W160,3,10,1989,1,11,k3_cluster1,not_tested_first_pass,158.0,-2.0,157.0,-3.0,155.0,-5.0,161.0,1.0,150.0,-10.0,provisional_year_type_cluster_not_physical_type
W160,3,11,1990,3,17,k3_cluster3,not_tested_first_pass,165.0,5.0,161.0,1.0,151.0,-9.0,160.0,0.0,164.0,4.0,provisional_year_type_cluster_not_physical_type
W160,3,12,1991,2,17,k3_cluster2,not_tested_first_pass,163.0,3.0,161.0,1.0,167.0,7.0,151.0,-9.0,149.0,-11.0,provisional_year_type_cluster_not_physical_type
W160,3,13,1992,1,11,k3_cluster1,not_tested_first_pass,158.0,-2.0,157.0,-3.0,158.0,-2.0,163.0,3.0,151.0,-9.0,provisional_year_type_cluster_not_physical_type
W160,3,14,1993,3,17,k3_cluster3,not_tested_first_pass,164.0,4.0,161.0,1.0,163.0,3.0,164.0,4.0,159.0,-1.0,provisional_year_type_cluster_not_physical_type
W160,3,15,1994,2,17,k3_cluster2,not_tested_first_pass,161.0,1.0,162.0,2.0,165.0,5.0,155.0,-5.0,157.0,-3.0,provisional_year_type_cluster_not_physical_type
W160,3,16,1995,2,17,k3_cluster2,not_tested_first_pass,156.0,-4.0,163.0,3.0,165.0,5.0,156.0,-4.0,165.0,5.0,provisional_year_type_cluster_not_physical_type
W160,3,17,1996,3,17,k3_cluster3,not_tested_first_pass,159.0,-1.0,162.0,2.0,157.0,-3.0,158.0,-2.0,165.0,5.0,provisional_year_type_cluster_not_physical_type
W160,3,18,1997,2,17,k3_cluster2,not_tested_first_pass,159.0,-1.0,162.0,2.0,163.0,3.0,157.0,-3.0,150.0,-10.0,provisional_year_type_cluster_not_physical_type
W160,3,19,1998,2,17,k3_cluster2,not_tested_first_pass,160.0,0.0,161.0,1.0,161.0,1.0,164.0,4.0,158.0,-2.0,provisional_year_type_cluster_not_physical_type
W160,3,20,1999,2,17,k3_cluster2,not_tested_first_pass,156.0,-4.0,165.0,5.0,160.0,0.0,162.0,2.0,155.0,-5.0,provisional_year_type_cluster_not_physical_type
W160,3,21,2000,2,17,k3_cluster2,not_tested_first_pass,157.0,-3.0,158.0,-2.0,158.0,-2.0,159.0,-1.0,159.0,-1.0,provisional_year_type_cluster_not_physical_type
W160,3,22,2001,2,17,k3_cluster2,not_tested_first_pass,159.0,-1.0,161.0,1.0,163.0,3.0,166.0,6.0,159.0,-1.0,provisional_year_type_cluster_not_physical_type
W160,3,23,2002,3,17,k3_cluster3,not_tested_first_pass,160.0,0.0,159.0,-1.0,162.0,2.0,163.0,3.0,166.0,6.0,provisional_year_type_cluster_not_physical_type
W160,3,24,2003,2,17,k3_cluster2,not_tested_first_pass,155.0,-5.0,153.0,-7.0,162.0,2.0,161.0,1.0,167.0,7.0,provisional_year_type_cluster_not_physical_type
W160,3,25,2004,2,17,k3_cluster2,not_tested_first_pass,151.0,-9.0,154.0,-6.0,164.0,4.0,153.0,-7.0,159.0,-1.0,provisional_year_type_cluster_not_physical_type
W160,3,26,2005,3,17,k3_cluster3,not_tested_first_pass,165.0,5.0,164.0,4.0,161.0,1.0,143.0,-17.0,165.0,5.0,provisional_year_type_cluster_not_physical_type
W160,3,27,2006,2,17,k3_cluster2,not_tested_first_pass,156.0,-4.0,157.0,-3.0,166.0,6.0,161.0,1.0,159.0,-1.0,provisional_year_type_cluster_not_physical_type
W160,3,28,2007,2,17,k3_cluster2,not_tested_first_pass,156.0,-4.0,164.0,4.0,164.0,4.0,155.0,-5.0,150.0,-10.0,provisional_year_type_cluster_not_physical_type
W160,3,29,2008,1,11,k3_cluster1,not_tested_first_pass,159.0,-1.0,157.0,-3.0,157.0,-3.0,147.0,-13.0,149.0,-11.0,provisional_year_type_cluster_not_physical_type
W160,3,30,2009,3,17,k3_cluster3,not_tested_first_pass,164.0,4.0,157.0,-3.0,161.0,1.0,159.0,-1.0,155.0,-5.0,provisional_year_type_cluster_not_physical_type
W160,3,31,2010,3,17,k3_cluster3,not_tested_first_pass,165.0,5.0,163.0,3.0,157.0,-3.0,155.0,-5.0,163.0,3.0,provisional_year_type_cluster_not_physical_type
W160,3,32,2011,1,11,k3_cluster1,not_tested_first_pass,158.0,-2.0,142.0,-18.0,157.0,-3.0,161.0,1.0,158.0,-2.0,provisional_year_type_cluster_not_physical_type
W160,3,33,2012,3,17,k3_cluster3,not_tested_first_pass,165.0,5.0,162.0,2.0,164.0,4.0,160.0,0.0,166.0,6.0,provisional_year_type_cluster_not_physical_type
W160,3,34,2013,3,17,k3_cluster3,not_tested_first_pass,161.0,1.0,164.0,4.0,165.0,5.0,164.0,4.0,163.0,3.0,provisional_year_type_cluster_not_physical_type
W160,3,35,2014,3,17,k3_cluster3,not_tested_first_pass,163.0,3.0,161.0,1.0,163.0,3.0,164.0,4.0,156.0,-4.0,provisional_year_type_cluster_not_physical_type
W160,3,36,2015,2,17,k3_cluster2,not_tested_first_pass,160.0,0.0,158.0,-2.0,160.0,0.0,163.0,3.0,153.0,-7.0,provisional_year_type_cluster_not_physical_type
W160,3,37,2016,1,11,k3_cluster1,not_tested_first_pass,161.0,1.0,163.0,3.0,156.0,-4.0,161.0,1.0,150.0,-10.0,provisional_year_type_cluster_not_physical_type
W160,3,38,2017,1,11,k3_cluster1,not_tested_first_pass,161.0,1.0,160.0,0.0,153.0,-7.0,154.0,-6.0,150.0,-10.0,provisional_year_type_cluster_not_physical_type
W160,3,39,2018,3,17,k3_cluster3,not_tested_first_pass,165.0,5.0,155.0,-5.0,162.0,2.0,164.0,4.0,161.0,1.0,provisional_year_type_cluster_not_physical_type
W160,3,40,2019,3,17,k3_cluster3,not_tested_first_pass,159.0,-1.0,166.0,6.0,153.0,-7.0,155.0,-5.0,159.0,-1.0,provisional_year_type_cluster_not_physical_type
W160,3,41,2020,3,17,k3_cluster3,not_tested_first_pass,164.0,4.0,159.0,-1.0,160.0,0.0,164.0,4.0,160.0,0.0,provisional_year_type_cluster_not_physical_type
W160,3,42,2021,2,17,k3_cluster2,not_tested_first_pass,157.0,-3.0,155.0,-5.0,162.0,2.0,164.0,4.0,156.0,-4.0,provisional_year_type_cluster_not_physical_type
W160,3,43,2022,2,17,k3_cluster2,not_tested_first_pass,161.0,1.0,162.0,2.0,164.0,4.0,155.0,-5.0,151.0,-9.0,provisional_year_type_cluster_not_physical_type
W160,3,44,2023,3,17,k3_cluster3,not_tested_first_pass,165.0,5.0,165.0,5.0,158.0,-2.0,150.0,-10.0,164.0,4.0,provisional_year_type_cluster_not_physical_type
